	address	akadaly	allapot	berleti_jog_atadas	busz	butorozott	city	city_latitude	city_longitude	contract	district	dohanyzas	ejszakai-busz	energia	epites_eve	futes	futes_elso	futes_masodik	id	kilatas	kisallat	koltozheto	komfort	kondi	metro	min_berl_honapban	parkolas	parkolas_konstrukcio	parkolohely_ar	parkolohely_berles	pince	price_ft	real_estate_type	rezsi_ft	room	room_full	room_half	size_m2	stemmed_text	szintek	telek_m2	tetoter	text	troli	type	villamos	wc
1284	3. kerület, Ürömhegy		újszerű	nem		igen	Budapest	47.4983815	19.0404707	kiado	3. kerület				2001-2010 között	gáz (cirko)	gáz (cirko)		https://ingatlan.com/iii-ker/kiado+haz/csaladi-haz/budapest+3+kerulet/23630101	panorámás	hozható	azonnal	duplakomfortos	van		12	önálló garázs	benne van az árban			van	340000	haz	0	5	5	0	140	óbuda 2 generációs garázs pince kert nagy nappali 4 hálószoba azonnal költözhetően kiadó önálló családi ház 1000 nm es telek belső két szintes 3 hálószoba egy tágas nappali étkező konyha 2 fürdőszoba gyönyörű kert panoráma csend autó garázs egy nagy tároló található a pinceszint kert sok gk beálló bérel minimum 1 év lehetséges gyerek kisállattal költözhető 2 havi kaució 1havi albérlet szükséges a beköltözés nappali étkező 40 m2 hálószoba 14 m2 hálószoba 14 m2 hálószoba 14 m2 hálószoba 11 m2 fürdőszoba wc 5 m2 fürdőszoba wc 5 m2 további információ vár megkeresés	2	1012.0				családi ház		külön helyiségben
1285	Szállási utca			nem			Nyíregyháza	47.9557802	21.7167982	kiado									https://ingatlan.com/nyiregyhaza-oros/kiado+haz/csaladi-haz/szabolcs-szatmar-bereg+megye+nyiregyhaza+szallasi+utca/23622421							nincs						110000	haz	0	2 + 1 fél	2	1	100	nyíregyháza oroson 100 m2 es 2 5 szobás gázfűtéses ipari áram ellátott családi ház hosszútáv kiadó iroda számla a ház bérleti díj 150 000 ft hó rezsi kéthavi kaució szükséges a bérlet a ház előtt parkolási lehetőség		1.0				családi ház		
1286	2. kerület, II/A kerület – Adyliget			nem		nem	Budapest	47.4983815	19.0404707	kiado	2. kerület								https://ingatlan.com/ii-ker/kiado+haz/csaladi-haz/budapest+2+kerulet/23607961					van			önálló garázs	benne van az árban				1220000	haz	0	7	7	0	580	adyliget kétszintes brutto 580 nm es 350 nm lakóterületű nappali 6 szobás családi ház hatalmas terasz hosszú táv kiadó a telek 1764 nm rendezett a ház alsó szint garázs 3 autó kiszolgáló helyiség billiárd szoba stb a kert déli fekvésű ősfás parkosított helyiség konyha 23 nm garázs 58 nm extra automata kapunyitó automata locsolórsz légkondícionáló nívós konyha riasztó amennyiben meg szeret tekinteni ez az ingatlan több fotó a villanegyed ingatlaniroda weboldalán az ír be az ingatlan azonosító 5179 a keresés kód alap rovat http www villanegyed hu		1764.0				családi ház		
1287	2. kerület, Aszú utca	nem	jó állapotú	nem	57,64,164,264,64a	részben bútorozott	Budapest	47.4983815	19.0404707	kiado	2. kerület	nem megengedett	964,956		1981-2000 között	gáz (cirko)	gáz (cirko)		https://ingatlan.com/ii-ker/kiado+haz/ikerhaz/budapest+2+kerulet+aszu+utca/23603471	kertre néző		azonnal	duplakomfortos			12	önálló garázs	benne van az árban			van	250000	haz	0	5 + 1 fél	5	1	130	email cím kép küld a kiadó ház budapest ii a kerület hidegkúton az aszú utca saroktelek jó hely üzlet iskola óvoda játszótér orvosi rendelő busz a közelben jó közlekedés található teljesen szeparált fél ikerház a hirdetés megadott alapterület 130 m2 csak a lakás méret nem tartalmaz a két terasz összesen 29 m2 és a garázs 30m2 méret a garázs az alagsor található a két lakószint jó állapotú jó beosztású duplakomfortos szintenként fürdőszoba wc déli keleti tájolású az emelet nem tetőtér beépítéses a ház az aszú utca néz a bejárat a szabadság utca felől a földszint két külön bejáratú déli tájolású összenyitható szoba együtt 8m 4 2 m keleti tájolású konyha kamra fürdőszoba wc az emelet külön bejáratú három és fél szoba fürdőszoba wc található a szoba parkettás a konyha és a fürdőszoba frissen felújít az emeleti fürdőszoba kád a földszinti fürdőszoba zuhany van a kert szeparált kör kerített füves fa és bokor díszít az utca felől a kerítés és az úttest között széles fás előkert van az emelet a hármashatár hegy nyílik kilátás	3	500.0	beépíthető			ikerház		külön helyiségben
1288	18. kerület, Üllői út	nem	felújított	nem	93a,93,136e,236,236a	részben bútorozott	Budapest	47.4983815	19.0404707	kiado	18. kerület		914,950,950a			gáz (cirko)	gáz (cirko)		https://ingatlan.com/xviii-ker/kiado+haz/csaladi-haz/budapest+18+kerulet+ulloi+ut/23592501	utcai	nem hozható	azonnal	összkomfortos			12	utca, közterület	ingyenes			nincs	540000	haz	0	5	5	0	100	az üllői út 15fő rész kiadó egy 5 szobás ingatlan 1200 ft nap fő rezsi kéthavi kaució szükséges szeptember költözhető	2	50.0	beépített			családi ház	50	külön helyiségben
1289	2. kerület, II/A kerület – Adyliget		újszerű	nem		nem	Budapest	47.4983815	19.0404707	kiado	2. kerület					gázkazán	gázkazán		https://ingatlan.com/ii-ker/kiado+haz/csaladi-haz/budapest+2+kerulet/23583991	panorámás	nem hozható	azonnal	luxus	van			önálló garázs	benne van az árban				1378080	haz	0	5 + 1 fél	5	1	560	sík utca elhelyezkedő tágas tér világos 180 fokos körpanorámás szaunás biliárdszobás elegáns családi ház azonnal költözhetően kiadó ii kerület kedvelt rész adyliget csendes zöldövezeti környezet található igényes kivitelezésű déli fekvésű csodálatos panoráma rendelkező két szintes 6 szobás 3 fürdőszobás családi ház hatalmas 1800 nm es telek forgalommentes utca helyezkedik el ideális elhelyezkedés miatt közel van az amerikai a francia és a spanyol iskola míg a british school max 10 perc távolság található parkolás 3 állásos garázs ezen felül a telek további autó elhelyezés megoldható technikai felszereltség a ház riasztó szerelt távfelügyeleti rendszer bekapcsoltan automata öntözőrendszer ellátott a kert a bérlemény tartozék a teljesen berendezett konyha miele gép polcozott éléskamra minőségileg felszerelt gardrób szauna biliárdasztal valamint konditerem beosztás kandallós nagy nappali 5 szoba gardrób 4 fürdő helyiség 4 wc szauna konditerem biliárdszoba 3 állásos garázs külön mosó és szárító helyiség több tároló ill speciális funkció alkalmas egység található az alsó szint egy külön bejáratú garzon kapott hely ideális több generáció együttélés diplomata megközelítés 63 as autóbusz	2	1800.0				családi ház		külön és egyben is
1290	12. kerület, Virányos út		felújított	nem	22,129,155,156,222,22a,291	nem	Budapest	47.4983815	19.0404707	kiado	12. kerület		922,956		1981-2000 között	gáz (cirko)	gáz (cirko)		https://ingatlan.com/xii-ker/kiado+haz/ikerhaz/budapest+12+kerulet+viranyos+ut/23583276	kertre néző		azonnal	összkomfortos			12	udvari beálló	benne van az árban				599000	haz	30000	3 + 3 fél	3	3	144	semi detached house for rent right from the owner at one of the most beautiful parts of budapest in the xii district the house is freshly renovated south facing sunny unfurnished there are several embassies and the us residency in the neighborhood thus it is a very safe area the public transport is excellent as well the american the british the french the austrian schools and the international business school are close by there is a large garden 540 sqm enclosed by a fence and there is also a parking space for two cars the house has two floors the lower floor has a beautiful terrace the upper has a balcony ground floor an entrance hall a living room with an open kitchen a strogage a separate room available for guest or study work and a bathroom with a toilet and shower first floor living room three bedrooms bathroom with bathtub and toilet azonnal kiadó tulajdonos buda egyik gyönyörű rész a xii kerület egy felújított déli fekvésű napfényes ikerház butorozatlanul a környék több nagykövetség illetve az amerikai rezidencia is megtalálható így a biztonság fokozott közlekedés szempont kiváló de mégis csendes környék a ház kerítés elkerített nagy kert tartozik ezen kívűl egy két férőhelyes kocsibeálló is található a ház két szintes az alsó szint gyönyörű terasz a felső erkély tartozik alsószinten található egy előszoba egy amerikai konyhás nappali a konyha tartozó kamra egy külön szoba vendég vagy dolgozószoba is használható és egy wc vel és zuhanyzókabinnal felszerelt fürdőszoba emelet nappali három hálószoba fürdőszoba kád és wc vel felszerelt	2	540.0				ikerház	59	egy helyiségben
1291	2. kerület, Szegfű utca	nem	jó állapotú	nem	57,64,164,257,264,64a	részben bútorozott	Budapest	47.4983815	19.0404707	kiado	2. kerület		964,956		1981-2000 között	gáz (cirko)	gáz (cirko)		https://ingatlan.com/ii-ker/kiado+haz/sorhaz/budapest+2+kerulet+szegfu+utca/23573931	panorámás	nem hozható	azonnal	összkomfortos	nincs		12	önálló garázs	benne van az árban				200000	haz	0	2 + 1 fél	2	1	100	a sorházi lakás hűvösvölgy végállomás 5 perc 56 os 61 es villamos és megannyi buszjárat csendes zsákutca helyezkedik el zöldövezet a ház egy perc található a hunyadi jános utcai buszmegálló ahol az alábbi járat áll meg 64 64a 164 264 257 es busz és a 964 es éjszakai busz a kétszintes garázs ingatlan 1992 ben épült déli tájolású riasztórendszer felszerelt amerikai konyhás nappali kandalló található a 100 nm es lakás 15 nm es terasz kis előkert és távirányító nyitható garázs tartozik	3	120.0				sorház		külön és egyben is
1292	Öreghegy		jó állapotú	nem		igen	Székesfehérvár	47.1910169	18.410811	kiado						gáz (cirko)	gáz (cirko)		https://ingatlan.com/szekesfehervar-oreghegy/kiado+haz/sorhaz/fejer+megye+szekesfehervar/23568401	kertre néző			összkomfortos				udvari beálló	benne van az árban				130000	haz	0	3	3	0	110	öreghegyen belső szélső sorházrész bútorozott felszerelt kis kert kiadó földszint nagy nappali fürdőszoba kádas wc konyha étkező közlekedő terasz emelet 2 szoba közlekedő 130 eft hó rezsi	2	200.0				sorház		külön helyiségben
1293	12. kerület, Virányos út		újszerű	nem	22,129,155,156,222,22a,291		Budapest	47.4983815	19.0404707	kiado	12. kerület		922,956						https://ingatlan.com/xii-ker/kiado+haz/csaladi-haz/budapest+12+kerulet+viranyos+ut/23559701				luxus				önálló garázs				van	1879200	haz	0	8	8	0	500	xii virányos út kiadó 955 nm es díszkert álló négy szintes 500 nm es területű nagyon igényesen felszerelt rezidencia a földszint és az 1 emelet nappali márvány kandalló és nagy terasz különleges gránit burkolat magasfényű gyökér parketta padló nyolc szoba öt fürdőszoba versace burkolat és szaniterek valamint a garázsszint személyzeti lakás a ház teljes körű intelligens házrendszerrel vezérelt mely ellenőrzi a gépészet az elektronika a vizuális híradástechnika vagyonvédelem 3 lakásos társasház is használható több generáció alkalmas a garázs 2 autó rész fel meg bérleti díj 6000 euro hó három havi kaució szükséges	4	955.0	beépített			családi ház	59	
1294	Bokros utca 12.		újszerű	nem		részben bútorozott	Budakalász	47.6193345	19.0467868	kiado		nem megengedett	943		2001-2010 között	hőszivattyú, padlófűtés	hőszivattyú	padlófűtés	https://ingatlan.com/budakalasz/kiado+haz/hazresz/pest+megye+budakalasz+bokros+utca+12/23553784	panorámás	nem hozható	azonnal				12	önálló garázs	benne van az árban				250000	haz	0	3	3	0	200	budakalász csendes utca elegáns környék új építésű tágas világos körpanorámás családi ház 2 szint hosszú táv kiadó a ház tömegközlekedés is könnyen elérhető a hév megálló 5 10 perc séta van kocsi budapest belváros 20 25 perc alatt lehet bejut a közelben található több bevásárló központ közel a lupa sziget és az omszki tó wakeboard pálya a ház dupla garázs kocsi beállókkal automata kapu nagy terasz és beépített konyhabútor rendelkezik minden szoba külön erkély van és van egy központi terasz körpanoráma a ház belső kialakítás szintenként az alábbi kertszint kis 50m2 füvesített belső kert kerti asztal első szint utca szint előszoba beépített szekrény konyha kerámialapos tűzhely nagy hálószoba wc 2 állásos garázs elektromos kapu terasz kert második szint közlekedő 2 nagy világos szoba egy nagy fürdőszoba 2 mosdó zuhanyzó minden szoba külön terasz van illetve egy kicsi gyönyörű panoráma rendlekező terasz is van a felső szint a ház geotermikus hűtés fűtés rendelkezik ami alacsony a rezsiköltség jelen 50 os megtakarítás az ingatlan a felszerelt konyha és a beépített garderobe szekrányeket kivéve bútorozatlan	2	100.0				házrész		külön helyiségben
1295	2. kerület, Vérhalom			nem		nem	Budapest	47.4983815	19.0404707	kiado	2. kerület								https://ingatlan.com/ii-ker/kiado+haz/ikerhaz/budapest+2+kerulet/23551576				duplakomfortos	van			udvari beálló	benne van az árban				626400	haz	0	3 + 1 fél	3	1	174	kétszintes ikerház fél a ii kerület kiadó tágas világos nappali beépített konyha fürdőszoba zuhanyzó 2 5 hálószoba tartozik az ingatlan privát rendezett kert egy gépkocsi számára 3 db terasz kandalló hobby szoba	2	500.0				ikerház		
1296	Tamási Áron utca	nem	jó állapotú	nem		részben bútorozott	Kaposvár	46.3560953	17.7877874	kiado		nem megengedett			1981-2000 között	vegyes tüzelésű kazán, gázkazán	vegyes tüzelésű kazán	gázkazán	https://ingatlan.com/kaposvar-toponar/kiado+haz/csaladi-haz/somogy+megye+kaposvar+tamasi+aron+utca/23546404		nem hozható	azonnal	összkomfortos	van		12	önálló garázs	benne van az árban				65000	haz	15000	3	3	0	100	november 18 án 19 én megtekinthető és utána bármikor költözhető toponáron családi ház alsó külön bejáratos szint a ház három különnyíló szoba van fürdőszoba spájz konyha wc részben berendezett konyhabútor mikró tűzhely mosógép 2ágy íróasztal 2 polc van foglalás 100 000ft kaució szükséges beköltözés 65 000ft első havi díj havonta utólag pedig rezsifizetés külön mérőóra szerint	2	1000.0				családi ház		külön helyiségben
1297	Győri út	nem	felújított	nem		megegyezés szerint	Győr	47.687609	17.6346815	kiado		nem megengedett		AA	1981-2000 között	gáz (cirko)	gáz (cirko)		https://ingatlan.com/gyor-menfocsanak/kiado+haz/csaladi-haz/gyor-moson-sopron+megye+gyor+gyori+ut/23546188	panorámás	hozható	azonnal	összkomfortos	van		8	udvari beálló	benne van az árban			nincs	300000	haz	70000	4 + 2 fél	4	2	160	ménfőcsanak mellett bútorozott 3 2 fél szobás nappalis és 1szoba konyhás fürdőszobás lakás 2 különálló lakás külön bejárat 2 fürdőszoba 2 wc 2 konyha 2 emeletes ház szép udvar és nagy panorámás terasz mely akár igényes munkás szállás max10 fő is funkcionálhat szomszédmentes környezet kiadó buszmegálló 50m re az audi kőzpontjától autó 15 perc a ház hőszigetelt klimatizált cirkófűtéses alacsony rezsijű teljesen bútorozott 2 hűtőszekrény 2 mosógép igény szerint elektromos kapunyitóval felszerelt parkolőban akár 4 5 gépkocsi elegendő hely van a bérleti díj 300 e ft rezsi ami hivatalos a vállalkozás által költség levonható számla állít ki a szerződés kötés 2 havi kaució szükséges	2	800.0				családi ház		külön helyiségben
1298	21. kerület, Erdősor utca		felújított	nem	159	megegyezés szerint	Budapest	47.4983815	19.0404707	kiado	21. kerület		979,979a			gáz (cirko)	gáz (cirko)		https://ingatlan.com/xxi-ker/kiado+haz/csaladi-haz/budapest+21+kerulet+erdosor+utca/23533364	utcai		azonnal	összkomfortos				önálló garázs	benne van az árban			van	180000	haz	0	3	3	0	100	csepel az erdősor utca kiadó kétszintes családi ház alsó szint 100m2 es 3 szobás kertkapcsolattal terasz bútoroz vagy ő_nélkül megegyezés szerint a ház felújít hőszigetelve alacsony rezsi kert garázs és gépkocsi beállóval külön mérőóra fogyasztás alap	földszintes	450.0	beépített			családi ház		egy helyiségben
1299	18. kerület, Nyíregyháza utca			nem	183,900		Budapest	47.4983815	19.0404707	kiado	18. kerület								https://ingatlan.com/xviii-ker/kiado+haz/csaladi-haz/budapest+18+kerulet+nyiregyhaza+utca/23529140							nincs						70000	haz	0	1	1	0	30	a xviii kerület kiadó családi ház lévő különálló egy szoba összkonfortos kitűnő állapot lévő ház max 2 fő rész kisállat nem hozható		500.0				családi ház		
